Subfolder,File_name,Surface_Area,Compactness,Bound_Box_vol,Diameter,Eccentricity,A3_bin0,A3_bin1,A3_bin2,A3_bin3,A3_bin4,A3_bin5,A3_bin6,A3_bin7,A3_bin8,A3_bin9,A3_bin10,A3_bin11,A3_bin12,A3_bin13,A3_bin14,A3_bin15,A3_bin16,A3_bin17,A3_bin18,A3_bin19,A3_bin20,A3_bin21,A3_bin22,A3_bin23,A3_bin24,D1_bin0,D1_bin1,D1_bin2,D1_bin3,D1_bin4,D1_bin5,D1_bin6,D1_bin7,D1_bin8,D1_bin9,D2_bin0,D2_bin1,D2_bin2,D2_bin3,D2_bin4,D2_bin5,D2_bin6,D2_bin7,D2_bin8,D2_bin9,D2_bin10,D2_bin11,D2_bin12,D2_bin13,D2_bin14,D2_bin15,D2_bin16,D2_bin17,D2_bin18,D2_bin19,D2_bin20,D2_bin21,D2_bin22,D2_bin23,D2_bin24,D3_bin0,D3_bin1,D3_bin2,D3_bin3,D3_bin4,D3_bin5,D3_bin6,D3_bin7,D3_bin8,D3_bin9,D3_bin10,D3_bin11,D3_bin12,D3_bin13,D3_bin14,D3_bin15,D3_bin16,D3_bin17,D3_bin18,D3_bin19,D3_bin20,D3_bin21,D3_bin22,D3_bin23,D3_bin24,D4_bin0,D4_bin1,D4_bin2,D4_bin3,D4_bin4,D4_bin5,D4_bin6,D4_bin7,D4_bin8,D4_bin9,D4_bin10,D4_bin11,D4_bin12,D4_bin13,D4_bin14,D4_bin15,D4_bin16,D4_bin17,D4_bin18,D4_bin19,D4_bin20,D4_bin21,D4_bin22,D4_bin23,D4_bin24
Airplane,61.ply,-0.8224134887629281,-0.14120657041195636,-0.9189561527017929,-0.0020950508090054366,-0.25265441522371146,0.0595821735068328,0.085337545630547,0.0836616164048736,0.0748678038585241,0.0704371863652884,0.0668830605934537,0.0621634897854175,0.0572031245484319,0.0511543684924594,0.0480625680243614,0.0449996628877148,0.0381707328818314,0.0339231191546329,0.031409225316087,0.0284811650596961,0.0265740731821784,0.0233666913881713,0.0206986891150784,0.0181847952765323,0.017096404457545,0.0162584398446963,0.014852200379456,0.0134363291370565,0.0097569902622496,0.0034385444458273,0.053,0.2710000000000002,0.2610000000000002,0.2270000000000002,0.074,0.1139999999999999,0.0,0.0,0.0,0.0,0.026769099105375,0.0616385873080574,0.0961000706545124,0.1010757396332339,0.1067579536069049,0.1057329657972936,0.1076635253610276,0.1119127466688342,0.0947367373542088,0.0726945237784866,0.0423827483603809,0.023554816945061,0.0171859606523525,0.0107772990078147,0.0073241847366143,0.0055130412283763,0.0052742091173991,0.0029057906835493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00667055393586,0.054017492711372,0.1078017492711409,0.1486180758017267,0.1568513119532266,0.1376326530611138,0.114192419824981,0.0838950437317109,0.0609446064139451,0.0498425655976275,0.0414460641399083,0.0253527696792799,0.0088629737609258,0.0033586005830876,0.0005131195335272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279901234567905,0.1484839506172701,0.2450567901235815,0.2501135802471463,0.1714370370371966,0.0944987654321867,0.0397234567901604,0.0148345679012483,0.0071308641975375,0.0007308641975315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airplane,62.ply,-0.7662775447147547,-0.40981687578503134,-0.6443848462650883,-1.53172659120494,-0.2775395535893291,0.0604875605597976,0.0813499898866373,0.0799533821985769,0.0703601321480147,0.0666904250503565,0.0657850379973259,0.0651589724819185,0.0632133534957638,0.0526087668434964,0.0441905936063675,0.0385945310768787,0.0346840295502174,0.0330755227646251,0.0302437802798262,0.0277395182184392,0.0264103329704723,0.02537973281444,0.0251967290484156,0.0248788804021626,0.0241372335609058,0.020785375109511,0.0172697764464102,0.0119434036773835,0.007589840401434,0.0022730994095665,0.03,0.1790000000000001,0.1870000000000001,0.2690000000000002,0.1970000000000001,0.138,0.0,0.0,0.0,0.0,0.0255848898884457,0.0579366895879099,0.0778393655026983,0.0844171998925555,0.0852332096050653,0.0917612873051146,0.0997721143608155,0.1041308003861534,0.1063101433988222,0.0912438177311236,0.0645145239775379,0.0380340136730099,0.0222213376587787,0.0184597319108952,0.0120610216043144,0.0092447929623833,0.0081501457870761,0.0030849147667828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065772594752186,0.0439183673469396,0.0941107871720072,0.1232886297376356,0.13243148688036,0.1338075801748195,0.1187172011660853,0.0913352769678566,0.0699941690961536,0.0536209912536012,0.0440816326530257,0.0360349854227115,0.0286180758017262,0.0171661807580036,0.0054810495626778,0.0007930029154512,2.33236151603311e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238814814814816,0.120829629629631,0.193007407407439,0.2158024691360033,0.183071604938442,0.1257481481482651,0.0753382716050083,0.040967901234606,0.0157432098765578,0.0050567901234614,0.0005530864197536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airplane,63.ply,-0.7641074124033482,-0.3551867874928117,-0.6544039117802416,-0.003646850881120603,-0.3828664631568639,0.0672875952341942,0.0811091954576608,0.0734230372846344,0.0651589724820423,0.0615566878244986,0.0609595176405928,0.0608343045374522,0.0567119039133165,0.0514818489158748,0.0455583059629693,0.0426880363695296,0.037631353360935,0.0341446500292941,0.0327962012270088,0.0312936439901768,0.0274794602351413,0.024898143956481,0.0243009737726118,0.0234630091597631,0.0235593269313549,0.0229043660845307,0.0200533600454133,0.0162488080675371,0.0104793735491881,0.0039779239667414,0.022,0.1510000000000001,0.1750000000000001,0.2240000000000001,0.3360000000000003,0.0919999999999999,0.0,0.0,0.0,0.0,0.0301923593627167,0.0577376628287613,0.0725950103991543,0.065191214958874,0.0642259351770101,0.0639771517280753,0.083501676800479,0.099224790773159,0.1063499487506518,0.1156743524167285,0.0889450586629018,0.0568221397364968,0.0335758142681221,0.0308093423159689,0.020340534784826,0.0049856203166342,0.0040103891968132,0.0018409975221093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064839650145772,0.0415160349854234,0.0865306122448898,0.1128629737609765,0.1304489795917349,0.1287463556850276,0.1122565597666735,0.0903323615159623,0.0673586005830362,0.0541807580174491,0.04790670553932,0.0445014577259117,0.0354518950437032,0.0267988338192204,0.0120816326530515,0.002472303206995,6.99708454809933e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205827160493827,0.1166419753086471,0.200829629629658,0.2258962962965065,0.1898666666668433,0.1250765432099929,0.071308641975375,0.0351012345679339,0.0124839506172955,0.0021135802469155,9.876543209885737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airplane,64.ply,-0.6202373086943782,-0.20039698590431468,-0.5587886993771924,0.01375229411382543,-0.3048735968656503,0.0614700018300359,0.0877454899203512,0.0803097579534686,0.0729510802038417,0.0713040463096171,0.0687034664765304,0.0652745538078284,0.0599096539301629,0.0527725070552052,0.0466370650048018,0.0402415649710891,0.037775830018305,0.0355316259402161,0.0309950588982421,0.0290879670207244,0.0257072132378521,0.0228754707530531,0.0188397561233566,0.0181270046135773,0.017577993315504,0.016508866050835,0.0148810957109335,0.0135133833543299,0.0085626498945112,0.0026968976045704,0.041,0.084,0.2480000000000002,0.2300000000000001,0.2340000000000002,0.163,0.0,0.0,0.0,0.0,0.0209177123864304,0.0505826508374022,0.0719083680800905,0.0708137209047951,0.0681965190220096,0.0798296330942013,0.0961597786822821,0.1035635741225819,0.1069967857178824,0.1016628685727201,0.0785658131733265,0.0621063001918507,0.0338046950411383,0.0205395615439776,0.0128670799788598,0.011284817243644,0.0073440874125294,0.0028560339937605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047113702623906,0.0301107871720111,0.0668921282798776,0.1021574344023579,0.1255043731777965,0.1305655976675335,0.1241049562681217,0.1007113702623097,0.0809562682215092,0.0680583090378461,0.0557900874635119,0.0499125364431085,0.0354752186588636,0.0162332361515904,0.00634402332361,0.0020291545189488,0.0004431486880462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168888888888887,0.1015506172839602,0.1929679012345672,0.2284246913582373,0.1993679012347534,0.1369283950618558,0.072256790123524,0.0334024691358335,0.0135111111111236,0.0038716049382752,0.0007308641975315,9.876543209885737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airplane,65.ply,-0.6635537133889231,-0.06639936281977361,-0.46005540261654854,-0.007282987764926414,-0.35229496340201855,0.0706298219084371,0.0851738054188484,0.0735386186105453,0.0653612398023858,0.0662858904096697,0.0636275199136151,0.0618552729163148,0.0549781840246595,0.0500756094506344,0.0444891786983041,0.0388931161688125,0.036359958775945,0.0302726756113279,0.0284522697282186,0.0277202546641208,0.0273157200234352,0.0259961665526275,0.0241276017837466,0.0223842501179349,0.0240023886806772,0.0235496951541958,0.0210935919786048,0.0184833803684669,0.0113943923793102,0.0039393968581047,0.021,0.119,0.2140000000000001,0.2070000000000001,0.2800000000000002,0.1310000000000001,0.0279999999999999,0.0,0.0,0.0,0.0215645493536606,0.0479455462786951,0.0662560081202916,0.0688533073271874,0.0697091223915333,0.0765158375543896,0.0867955696643759,0.0968563723392996,0.1008568101981712,0.09727432853351,0.0759386599527026,0.0586531859206627,0.0453581984096308,0.0329190259629377,0.0227189045566419,0.016230632208448,0.010737493655987,0.0048164475713575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052944606413994,0.0351953352769679,0.0702973760932863,0.0928046647230594,0.1054693877550724,0.114752186588829,0.1147288629736686,0.1019008746354865,0.0811195335276315,0.0668454810495089,0.0569096209912078,0.051498542274011,0.0435218658891778,0.0283148688046419,0.0153236151603375,0.0098192419824993,0.0048746355685092,0.0011195335276958,0.0002099125364429,0.0,0.0,0.0,0.0,0.0,0.0,0.0224000000000001,0.1197827160493854,0.2024098765432467,0.2145185185187181,0.1733925925927539,0.1245432098766591,0.0728296296296974,0.0429037037037436,0.0196938271605121,0.006222222222228,0.001204938271606,9.876543209885737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airplane,66.ply,-0.5183854904139142,0.5552007425816045,-0.6744443060461337,-0.33523103450943836,-0.31837992757519473,0.0771890621538551,0.0921472120821097,0.0797414831010834,0.0726717586662247,0.0711788332065473,0.0686649393678807,0.0640127909999727,0.0566059543645586,0.0515203760245137,0.0447299731272817,0.0408291033777657,0.0378239889041009,0.0321027132715479,0.0277684135499168,0.0246766130818198,0.0233570596110122,0.022172351020433,0.0200052011596174,0.0168941371372022,0.0156901649923046,0.015497529449121,0.0150544676997987,0.0132822207025096,0.0115485008138571,0.0048351521339085,0.026,0.123,0.1990000000000001,0.2870000000000002,0.2680000000000002,0.071,0.0259999999999999,0.0,0.0,0.0,0.0253062524256388,0.0441142811651001,0.0584939645135278,0.075082844888513,0.0770532098040888,0.0880096328951778,0.0895321876026588,0.0891938421121074,0.0881788056404535,0.0862880514285489,0.0893530635192736,0.0655693658010145,0.0407805829492433,0.0299833812655159,0.0263710455869981,0.014718028838928,0.0089263501477464,0.0030451094149478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071836734693877,0.0409329446064146,0.0804431486880362,0.1053527696793409,0.1214460641398631,0.1327346938774443,0.1163615160348918,0.1012244897958369,0.079393586005767,0.0640699708454295,0.0551137026238623,0.0420758017492373,0.027195335276946,0.0155568513119408,0.0071603498542216,0.002472303206995,0.0010029154518942,0.0002798833819239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289580246913584,0.1475555555555416,0.2480987654322264,0.2493234567903555,0.1715555555557152,0.0915160493828012,0.0434172839506576,0.0150123456790263,0.0040691358024729,0.0004938271604942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airplane,67.ply,-0.47931688854422466,-0.08216509747753144,-0.3242927586257386,-0.021305178791108954,-0.3401124439073058,0.0585515733507992,0.0826599115802809,0.0759272993460341,0.0699267021758504,0.0687419935852678,0.0701097059418583,0.0682122458413872,0.062279071111322,0.0536104716680512,0.0470704949769559,0.0430347803472175,0.0404053051827613,0.0377950935726234,0.0321797674888214,0.0291264941293611,0.0246958766361382,0.022066401471682,0.0202074684799602,0.0188782832319933,0.0172119857834551,0.0161813856274228,0.0150255723683212,0.0128873178389832,0.0098822033653189,0.0033325948970763,0.05,0.1290000000000001,0.1890000000000001,0.2040000000000001,0.2600000000000002,0.1560000000000001,0.0119999999999999,0.0,0.0,0.0,0.0218630894923823,0.0448705828498616,0.0691617988038516,0.0814517011812439,0.0791529421130986,0.0787449372568455,0.0956920657982846,0.1015434525172314,0.0949258127755655,0.0857904845306792,0.0738986356713673,0.0498860571802287,0.0354765198179845,0.0288787827522516,0.0237936490560398,0.0180815810685135,0.0123496104050748,0.0044382967289779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051778425655976,0.0344956268221573,0.0757784256559676,0.1010612244898292,0.1159883381923664,0.1212128279882407,0.1145655976675463,0.1025539358599758,0.0820758017492051,0.0693644314868247,0.0598950437317302,0.045224489795882,0.0320233236151346,0.0201049562682054,0.0110553935859969,0.006064139941686,0.002472303206995,0.0008163265306115,6.99708454809933e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0183506172839505,0.1010765432098863,0.1906172839506151,0.2202666666668716,0.1951604938273421,0.1301135802470346,0.0756740740741445,0.0370370370370715,0.019792592592611,0.0079012345679085,0.0028839506172866,0.0010074074074083,0.0001185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airplane,68.ply,-0.7561373422859466,0.07119465899649824,-0.5532478466712595,-0.47695411320053516,-0.3729155633677884,0.0742032112345015,0.0908854492742572,0.0821590591680399,0.0737119905994191,0.0703697639251496,0.0659006193231799,0.0606320372171054,0.0530518285928245,0.0467141192220759,0.0416381726591821,0.0402415649711016,0.0376698804695544,0.0342217042465675,0.0313803299846094,0.0273060882462761,0.0239734933491997,0.0223746183407758,0.0208046386638294,0.0205638442348499,0.0187338065746056,0.0180403186191446,0.0164125482792432,0.0153241574602558,0.0102193155658902,0.0034674397773049,0.063,0.1620000000000001,0.2760000000000001,0.2500000000000002,0.1190000000000001,0.094,0.0359999999999999,0.0,0.0,0.0,0.0239230164495618,0.0563046701628988,0.0729234045517485,0.0831732826478775,0.09219914617524,0.1061907273433335,0.1082008976107269,0.102170386808547,0.0965080755107908,0.0759685139665193,0.0494382469721556,0.0383026997978687,0.0334165928608041,0.0317547194219299,0.0155638925653076,0.0086377613469851,0.0036123356785222,0.0017116301286651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052478134110787,0.0444548104956276,0.0934344023323565,0.1263206997084804,0.1355568513118443,0.1290029154517913,0.1163148688045712,0.0960233236150831,0.076291545189443,0.058752186588874,0.0424723032069629,0.0297142857142618,0.0186122448979442,0.0111486880466382,0.0077434402332299,0.0039650145772562,0.002472303206995,0.0008629737609322,0.0010262390670545,0.0005830903790082,0.0,0.0,0.0,0.0,0.0,0.0231506172839507,0.1311604938271574,0.2323555555556373,0.2358518518520713,0.1797135802470808,0.1053037037038017,0.0536296296296795,0.0237037037037257,0.0094419753086507,0.0034172839506204,0.0015012345679026,0.0006716049382722,9.876543209885737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airplane,69.ply,-0.6554350663704789,-0.024917455707877914,-0.7900753043276942,0.039504394177888036,-0.37926153202890855,0.057029752559645,0.0850293287614473,0.0819664236248557,0.0708995116689304,0.0643884303093058,0.062047908459599,0.0609209905318861,0.0515107442473554,0.0494495439352873,0.0442869113779585,0.0428132494725685,0.0406653631660591,0.0379973608929662,0.0336534293941759,0.029540660547206,0.0288471725917449,0.0271038209259333,0.0247247719676158,0.022923629638849,0.0225287267753226,0.0193213449813156,0.0175009390982305,0.0132918524796687,0.0088034443234907,0.0027546882675255,0.066,0.1790000000000001,0.1890000000000001,0.2310000000000001,0.2170000000000002,0.118,0.0,0.0,0.0,0.0,0.0242912159539851,0.0527022858223245,0.0830737692682854,0.0941595597528404,0.0840290977122208,0.0868652290300776,0.1021405327946749,0.0932440366607662,0.0896615549961049,0.0880195842330336,0.0721969568806177,0.0529311665951675,0.0380539163489227,0.0189572988087637,0.0088168854302177,0.0049657176407229,0.0031048174426969,0.0027863746280598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067172011661807,0.044408163265307,0.0893294460641338,0.1196967930029495,0.1346005830902708,0.1325481049561616,0.124618075801649,0.0963965014576484,0.0657492711369733,0.0515918367346523,0.0425189504372836,0.0333994169095941,0.0259125364431278,0.0162798833819111,0.0081865889212762,0.0045481049562645,0.002542274052476,0.0009562682215735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178172839506171,0.099792592592602,0.183427160493817,0.2210765432100823,0.1919012345680798,0.1362765432100033,0.0837333333334112,0.0434962962963367,0.0187259259259433,0.0034172839506204,0.0003358024691361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airplane,70.ply,-0.798544490685466,0.4352579971747394,-0.8092152550271905,0.010289995155491373,-0.2935699325390426,0.0705816630226431,0.0912996156920946,0.0846151623436426,0.0826310162488457,0.072084220259513,0.0665170530613885,0.0606994596572192,0.057434287200251,0.0513951629214414,0.0468200687707911,0.0407520491604918,0.0365718578734075,0.0325843021295069,0.0279514173159413,0.0242817102182935,0.0230199474104408,0.0213247546304251,0.0183196401567609,0.0160369089700351,0.0161332267416269,0.0161813856274228,0.0163162305076514,0.0140334993209256,0.0088323396549683,0.003583021103215,0.094,0.099,0.3040000000000002,0.2990000000000002,0.1050000000000001,0.0989999999999999,0.0,0.0,0.0,0.0,0.0258834300271674,0.0553592930569467,0.0813223337877851,0.0904875160465639,0.0937117495447636,0.097373841913084,0.1087681238742982,0.1112957637154758,0.1106688294241099,0.0926071510311608,0.0554588064363461,0.0238036003940003,0.0185791479663862,0.0116729194239783,0.0080904377593338,0.0063190996029223,0.0053836738349317,0.0032142821602284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077900874635568,0.0485597667638497,0.0998250728862968,0.1331778425656022,0.1332011661806509,0.1338075801748195,0.110810495626733,0.0921282798833078,0.076151603498481,0.0631137026238559,0.0499358600582688,0.0342857142856867,0.0137842565597556,0.0032186588921256,0.0002099125364429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288000000000004,0.1486419753086276,0.2490469135803767,0.2489481481483798,0.1749728395063357,0.0934913580247783,0.0391308641975672,0.0131753086419875,0.003022222222225,0.0007111111111117,5.925925925931441e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
